Предназночение;Бренд;Название продукта;Ценовой сегмент;Возрастная категория;Ингредиенты;Тип состава;Комбинированная;Сухая кожа;Нормальная;Жирная;Чувствительная;Проблемная кожа;Универсальность;Оценка;Категория эффективности;Кластер;split
Уход;PERRICONE MD;Essential Fx Acyl-Glutathione Deep Crease Serum;Высокий;18+;Вода, пропандиол, сквалан, гидрогенизированный полиизобутен, S-пальмитоилглутатион, диметикон, глицерин, масло семян макадамии тернифолиевой, ксилитилглюкозид, тетрагексилдецил аскорбат, диметил МЭА, пальмитоил трипептид-5, ацетил гексапептид-8, ангидроксилитол, молочная кислота, Ксилит, ксантановая камедь, масло семян Linum Usitatissimum (льняное семя), масло семян шалфея испанского, токоферол, этилгексилглицерин, аспартат магния, глюконат цинка, экстракт Alaria Esculenta, глюкоза, гиалуронат натрия, глюконат меди, тетрадециламинобутироилвалиламиномасляная мочевина. Трифторацетат, пальмитоилдипептид-5-диаминобутироилгидрокситреонин, масло семян Helianthus Annuus (подсолнечное), экстракт листьев Rosmarinus Officinalis (розмарин), диацетат глутамата тетранатрия, хлорид магния, каприловый/каприновый триглицерид, акрилаты/C10-30 алкилакрилат Кроссполимер, каприлил/каприл глюкозид, каприлилгликоль, сорбат калия, феноксиэтанол, ароматизатор, цитронеллол, гидроксицитронеллаль, лимонен, линалоол.;Смешанный;1;1;1;1;1;0;0,83;4,6;Высокая;Группа3;test
Уход;TARTE;Mermaid Skin™ Hyaluronic H2O Serum;Средний;18+;Вода, гидроксиэтилцеллюлоза, гиалуронат натрия, динатрий ЭДТА, нитрат натрия, экстракт водорослей, пантотенат кальция, глицерин, феноксиэтанол.;Смешанный;0;0;0;0;0;0;0;4;Низкая;Группа2;train
Уход;MURAD;Advanced Acne & Wrinkle Reducer;Высокий;35+;Вода, диметикон, глицерин, ППГ-26-Бутет-26, сополимер гидроксиэтилакрилата и акрилоилдиметилтаурата натрия, мочевина, дрожжевые аминокислоты, трегалоза, инозитол, таурин, бетаин, этилгексилпальмитат, диметилсилилат кремния, бутиленгликоль, гиалуронат натрия, Токоферилацетат, сера, ретинилпальмитат, каприловый/каприновый триглицерид, ретинол, аскорбиновая кислота, хитозан, цитрат серебра, глюкозамина гидрохлорид, экстракт водорослей, дрожжевой экстракт, фермент Saccharomyces/Xylinum/черного чая, гидроксиэтилцеллюлоза, экстракт корня Bupleurum Falcatum, кофеин, Коэнзим А, ПЭГ-8, цетеариловый оливат, сорбитановый оливат, экстракт плодов Citrullus Lanatus (арбуз), экстракт плодов Pyrus Malus (яблоко), экстракт плодов Lens Esculenta (чечевица), PCA натрия, лактат натрия, гликолевая кислота, глюконат цинка, экстракт Macrocystis Pyrifera, гидролизованный белок пшеницы, ПВП, гидролизованный экстракт семян Ceratonia Siliqua, экстракт корня Cimicifuga Racemosa, масло листьев Melaleuca Alternifolia (чайного дерева), кроссполимер винилдиметикона/метикона силсесквиоксана, полиметилсилсесквиоксан, глицерилстеарат, кокамидопропилдиметиламин, кукурузный крахмал Zea Mays, Гидролизованный кукурузный крахмал, гидролизованный октенилсукцинат кукурузного крахмала, цетиловый спирт, ксантановая камедь, лимонная кислота, динатриевая соль ЭДТА, пропилгаллат, полисорбат 80, гидрогенизированное касторовое масло ПЭГ-40, гидроксид натрия, феноксиэтанол, каприлилгликоль, хлорфенезин, цитронеллол, гераниол, лимонен, линалоол, Аромат.;Смешанный;0;0;0;0;0;0;0;4;Низкая;Группа2;test
Уход;PETER THOMAS ROTH;AHA/BHA Acne Clearing Gel;Средний;18+;Денат спирта, сок листьев алоэ барбаденсис, аргинин, экстракт цветков арники горной, бутиленгликоль, бутилпарабен, лимонная кислота, циклопентасилоксан, бензоат денатония, диазолидинилмочевина, динатрийфосфат, этилпарабен, глицерин, гликолевая кислота, солодка голая (солодка). Экстракт корня, глиоксаль, масло семян Helianthus Annuus (подсолнечное), гидроксиэтилцеллюлоза, изобутилпарбен, метилпарабен, феноксиэтанол, полисорбат 60, сорбат калия, пропиленгликоль, пропилпарабен, ретинилпальмитат, бензоат натрия, гидроксид натрия, нитрат натрия, натрий. Фосфат, Т-бутиловый спирт, вода.;Смешанный;0;0;0;0;0;0;0;0;Низкая;Группа2;train
Уход;SHISEIDO;Bio-Performance LiftDynamic Serum;Высокий;30+;Вода, диметикон, бутиленгликоль, глицерин, диметиконовый кроссполимер, дипропиленгликоль, ксилит, полисорбат 20, сополимер акрилоилдиметилтаурата аммония/Vp, диметикон ПЭГ-10, тальк, феноксиэтанол, ПЭГ-150, поливиниловый спирт, диоксид кремния, оксид алюминия, диоксид титана (CI). 77891), слюда, тринатрий-Эдта, токоферилацетат, цитрат натрия, ароматизатор, метафосфат натрия, гидроксид калия, лимонная кислота, метабисульфит натрия, лимонен, инозитол, гексилциннамал, оксиды железа (CI 77492), бензилбензоат, бутилфенилметилпропиональ, линалоол, Фильтрат лизата фермента Saccharomyces, ацетилированный гиалуронат натрия, альфа-изометилионон, экстракт тимуса серпиллюм, оксиды железа (Ci 77491), цитронеллол, гераниол, экстракт цветков Carthamus Tinctorius (сафлора), экстракт листьев Rosmarinus Officinalis (розмарина) (экстракт листьев Rosmarinus Officinalis), Токоферол.;Смешанный;0;0;0;0;0;0;0;3,9;Низкая;Группа2;test
Уход;MURAD;Acne Body Wash;Высокий;18+;Вода (аква), олефинсульфонат натрия C14-16, полиэтилен, глицерин, кокамидопропилбетаин, сополимер акрилатов, гидрогенизированный глицерилпальмат ПЭГ-200, ретинилпальмитат, семена Phoenix Dactylifera (финики), дикалий глицирризат, бутиленгликоль, экстракт листьев камелии масличной, Токоферилацетат, натрия PCA, пролин, лактат натрия, сорбитол, глюконат цинка, аскорбиновая кислота, хитозан, пропилгаллат, гликолевая кислота, гидроксид натрия, перекись водорода, ментол, ПЭГ-7 глицерил кокоат, динатрий ЭДТА, хлорфенезин, метилизотиазолинон, бензилсалицилат, Гексилциннамал, бутилфенилметилпропиональ, ароматизатор, синий 1 (CI 42090), доб. Фиолетовый 2 (CI 60730).;Смешанный;0;0;0;0;0;0;0;4,1;Низкая;Группа2;test
Уход;KIEHL'S SINCE 1851;Nightly Refining Micro-Peel Concentrate;Средний;18+;Вода, денатурированный спирт, гидроксиэтилпиперазин, этансульфоновая кислота, гидроксиэтилмочевина, цитрат натрия, экстракт плодов Vaccinium Myrtillus, гидроксид натрия, экстракт семян Chenopodium Quinoa, экстракт сахарного тростника, глицерин, пропандиол, фитиновая кислота, каррагинан, феноксиэтанол, апельсиновая фруктовая вода, экстракт плодов лимона, Динатрий Эдта, экстракт сахарного клена, гидролизованный экстракт цветов опунции фикус-индика, сорбат калия, порошок сока листьев алоэ барбаденсис, аденозин, этилгексилглицерин, апельсиновый сок, бензоат натрия, аскорбил глюкозид.;Смешанный;1;1;1;1;1;0;0,83;4,3;Средняя;Группа1;test
Уход;KIEHL'S SINCE 1851;Blue Herbal Spot Treatment;Средний;18+;Вода, денатурированный спирт, глицерин, бутиленгликоль, кроссполимер метилметакрилата, полиакрилоилдиметилтаурат аммония, перлит, нейлон-12, дипропиленгликоль, ксантановая камедь, экстракт листьев Peumus Boldus, экстракт Boswellia Serrata, вода гамамелиса виргинского (гамамелис), т-бутиловый спирт, Камфора, ментол, экстракт корня Zingiber Officinale (имбиря), экстракт корня сангисорба лекарственного, экстракт коры корицы кассии, феноксиэтанол, корица, экстракт ламинарии сахарной, сульфат цинка, пиридоксин гидрохлорид, гидроксид натрия, лимонная кислота.;Смешанный;1;0;0;1;0;0;0,33;4,4;Средняя;Группа2;train
Уход;MURAD;Pure Skin® Clarifying Dietary Supplement;Высокий;18+;Витамин A, витамин C, витамин E, витамин B1, витамин B2, ниацин, витамин B6, биотин, пантотеновая кислота, кальций, магний, цинк, селен, хром, L-лизин гидрохлорид, L-пролин, лопух (Arctium lapp) 4:1 Экстракт корня, желтый щавель (Rumex Crispus L.) 4:1 Экстракт корня, хвощ полевой (Equisetum arvense L.) Экстракт побегов 6:1, экстракт семян винограда (Vitis vinifera L.) Другие ингредиенты: dl-альфа-токоферилацетат, микрокристаллическая целлюлоза, аскорбат кальция, оксид магния, карамельный краситель, стеариновая кислота, аскорбиновая кислота, кроскармеллоза натрия, глицинат хелат цинка, пиридоксин HCl, Ниацин, стеарат магния, селенометионин, диоксид кремния, пантотенат d-кальция, биотин, тиамин гидрохлорид, рибофлавин, бета-каротин, пальмитат витамина А, дикальцийфосфат, полиникотинат хрома, пиколинат хрома.;Натуральный;1;0;0;1;0;0;0,33;4,1;Низкая;Группа2;train
Уход;CAUDALIE;Glycolic Peel;Средний;18+;Вода, глицерин*, изононилизононаноат, сорбитанстеарат*, глицерилстеарат Se*, гликолевая кислота, цетилпальмитат*, цетеариловый спирт*, масло семян Vitis Vinifera (винограда)*, сополимер гидроксиэтилакрилата и акрилоилдиметилтаурата натрия, пантенол, сквалан*, цетил Спирт*, диметикон, гидроксид натрия, Ci 77891 (диоксид титана), бисаболол*, ароматизаторы, бензиловый спирт, полисорбат 60*, натрий РСА*, каприлилгликоль, аргинин, пальмитоил экстракт побегов виноградной лозы*, токоферол*, карбомер, дегидроуксусная кислота, фитат натрия*, Папаин*, акрилаты/C10-30 алкилакрилатный кроссполимер, 1,2-гександиол, альгин. *Растительное происхождение.;Натуральный;1;1;1;1;1;0;0,83;4,2;Высокая;Группа1;train
Уход;KORRES;Golden Krocus Ageless Saffron Elixir Serum;Средний;18+;Вода, денатурированный спирт, пентиленгликоль, глицерин, полиглицерил-5 лаурат, пропандиол, альфа-изометилионон, экстракт ядра Avena Sativa (овса), бензиловый спирт, бензилсалицилат, каприлилгликоль, Ci77891/диоксид титана, цитраль, лизинат/пролинат меди, крокус. Экстракт стигмы Sativus, глицерилакрилат/сополимер акриловой кислоты, гексапептид-11, гидролизованный гиалуронат натрия, молочная кислота, лимонен, линалоол, экстракт цветков Lonicera Caprifolium (жимолость), экстракт цветков Lonicera Japonica (жимолость), метилглюкозидфосфат, слюда, ароматизатор, Феноксиэтанол, полиакрилатный кроссполимер-6, бензоат натрия, карбоксиметилбета-глюкан натрия, гиалуронат натрия, камедь семян Tamarindus Indica, ксантановая камедь.;Смешанный;1;1;1;1;1;0;0,83;4,1;Средняя;Группа1;test
Уход;PETER THOMAS ROTH;20% Glycolic Solutions Jumbo Peel Swab;Средний;18+;Вода, гликолевая кислота, гидроксид калия, пропандиол, морская вода, ниацинамид, 1,2-гександиол, гидролизованный коллаген, гидролизованный эластин, гиалуронат натрия, аденозин, аллантоин, лимонная кислота, динатрий ЭДТА.;Неопределён;1;1;1;1;1;1;1;4,3;Высокая;Группа3;test
Уход;BELIF;Peat Miracle Revital Serum Concentrate;Средний;25+;Вода, экстракт торфа (20%), дипропиленгликоль, денатурированный спирт, глицерин, метилглюцет-20, бутиленгликоль, лактобактерии/экстракт фермента сои, 1,2-гександиол, ПЭГ-150, аминомасляная кислота, экстракт цветков розы дамасской*, экстракт корня алтея лекарственного*, экстракт цветков спиреи ульмарии*, Экстракт фиалки трехцветной*, Экстракт листьев Alchemilla Vulgaris*, Экстракт Nepeta Cataria+, Экстракт ядра Avena Sativa (овса)+, Экстракт листьев Rubus Idaeus (Малина)+, Экстракт цветов календулы лекарственной+, Экстракт Stellaria Media (песчанка)+, Экстракт корня Baptisia Tinctoria+, Корень солодки (солодки) Экстракт**, экстракт цветов Achillea Millefolium**, экстракт Euphrasia Officinalis**, экстракт листьев Aesculus Hippocastanum (конского каштана)**, экстракт корня родиолы розовой**, экстракт плодов Vaccinium Myrtillus**, экстракт листьев хвоща полевого**, гиалуронат натрия, экстракт Saccharomyces/картофельный фильтрат фермента, Фильтрат фермента семян Saccharomyces/ячменя, пантенол, экстракт теобромы какао (какао), гидрогенизированное касторовое масло ПЭГ-40, сополимер глицерилакрилат/акриловая кислота, гидроксиэтилцеллюлоза, полиакрилат натрия, тринатрий ЭДТА, ароматизатор++, цитронеллол, лимонен, гераниол, линалоол.;Смешанный;1;1;1;1;1;0;0,83;4,5;Высокая;Группа3;train
Уход;MURAD;Acne Clearing Solution;Высокий;18+;Вода, циклопентасилоксан, глицерин, бутиленгликоль, диметикон, эмульгирующий воск NF, циклогексасилоксан, пантенол, каприлоил глицин, гидролизованный экстракт льняного семени, экстракт спиреи Ulmaria, бисаболол, ретинол, фосфолипиды, токоферилацетат, аскорбилпальмитат, ретинил. Пальмитат, дикалия глицирризат, фарнезол, глицерилстеарат, стеарат ПЭГ-100, алюмоборосиликат кальция, пентиленгликоль, полисорбат 20, лецитин, спирт, камедь склероция, ксантановая камедь, гидроксид натрия, динатрий ЭДТА, феноксиэтанол, метилпарабен, пропилпарабен, Линалоол, масло Lavandula Angustifolia (лаванды), масло листьев Melaleuca Alternifolia (чайного дерева).;Смешанный;1;0;0;1;0;0;0,33;3,9;Низкая;Группа2;test
Уход;BAREMINERALS;SKINLONGEVITY™ Vital Power Infusion Serum;Высокий;18+;Вода, пропандиол, ПЭГ-6, ниацинамид, аскорбил глюкозид, глицерин, диметиловый эфир ПЭГ/PPG-17/4, изодецил неопентаноат, сквалан, бутиленгликоль, диметикон, ПЭГ-400, гидроксид калия, изостеариновая кислота, карбомер, спирт, этилгексилглицерин, лаурилбетаин, Бегениловый спирт, стеарамидопропилдиметиламин, ксантановая камедь, цитрат натрия, бегенет-20, акрилаты/C10-30 алкилакрилатный кроссполимер, токоферол, батиловый спирт, динатриевая ЭДТА, метафосфат натрия, лимонная кислота, полисорбат 20, метабисульфит натрия, экстракт листьев/стеблей Peucedanum Japonicum, Экстракт клеток листьев Eschscholtzia Californica, фильтрат ферментного лизата Saccharomyces, экстракт кожуры цитрусовых Уншиу, пальмитоил тетрапептид-7, пальмитоил трипептид-1, экстракт Zingiber Aromaticus, ароматизатор, лимонен, линалоол, гераниол, бензоат натрия, феноксиэтанол, оксиды железа (CI 77491, CI). 77492).;Смешанный;1;1;1;1;0;0;0,67;4,4;Средняя;Группа3;train
Уход;FIRST AID BEAUTY;Skin Rescue Acne Clearing Pads with White Clay;Средний;18+;Вода, полисорбат 80, феноксиэтанол, гидроксид натрия, глицерин, цитрат натрия, каолин, экстракт коры Salix Nigra (ивы), бутиленгликоль, эфирное масло листьев Rosmarinus Offici-nalis (розмарин), сорбат калия, бензоат натрия, экстракт листьев камелии китайской, партениум хризантемы. Экстракт пиетрума, экстракт корня солодки, каприлоил глицин, гексиленгликоль, экстракт листьев Symphytum Officinale, масло листьев Melaleuca Alternifolia (чайного дерева), саркозин, лейконосток/фильтрат фермента корня редиса, экстракт коры Enantia Chlorantha, эпилобиум узколистный. Экстракт цветов/листьев/стеблей, экстракт коры Cinnamomum Zeylanicum, ксантановая камедь, d-лимонен, олеаноловая кислота.;Смешанный;1;1;1;1;1;1;1;4,2;Высокая;Группа3;train
Уход;MURAD;Rapid Collagen Infusion;Высокий;30+;Вода, изодецилнеопентаноат, полиметилсилсесквиоксан, глицерин, пентиленгликоль, диэтилгексаноат неопентилгликоля, цетилэтилгексаноат, стеариновая кислота, цетеарилоливат, кроссполимер диметикон/бис-изобутил PPG-20, сорбитаноливат, бутилен. Гликоль, мед, мочевина, дрожжевые аминокислоты, трегалоза, инозитол, таурин, бетаин, каприловый/каприновый триглицерид, экстракт Alaria Esculenta, пальмитоил трипептид-5, экстракт Codium Tomentosum, гидрогенизированное оливковое масло, оливковое фруктовое масло, неомыляемые вещества оливкового масла, гиалуронат натрия, коллагеновые аминокислоты, арбуз Экстракт фруктов, экстракт плодов яблока, экстракт плодов чечевицы, токоферилацетат, натрий PCA, лактат натрия, глюконат цинка, аскорбиновая кислота, хитозан, пропилгаллат, полисорбат 20, акрилаты/C10-30 алкилакрилатный кроссполимер, аминометилпропанол, тринатрий этилендиаминдисукцинат, динатрий ЭДТА, Феноксиэтанол, каприлилгликоль, хлорфенезин, линалоол, экстракт цветков Anthemis Nobilis, цветочное масло Anthemis Nobilis, масло лаванды.;Смешанный;0;0;0;0;0;0;0;4,2;Низкая;Группа2;test
Уход;CLARINS;Lotus Face Treatment Oil;Средний;18+;Масло семян Corylus Avellana (Лещина), Цветочное масло Pelargonium Graveolens, Парфюм/Аромат, Масло листьев Rosmarinus Officinalis (Розмарин), Масло семян Helianthus Annuus (Подсолнечник), Цветочное масло Anthemis Nobilis, Масло Salvia Sclarea (Клари), Экстракт цветков Belumbium Speciosum, Токоферол, Цитронеллол, Линалоол, Гераниол, Лимонен, цитраль, кумарин, бензилбензоат.;Натуральный;0;0;0;0;0;0;0;4,3;Низкая;Группа2;test
Уход;ESTEE LAUDER;Perfectionist Pro Rapid Firm + Lift Treatment;Высокий;35+;Perfectionist Pro Rpd Frm+Lift Trt Подразделение: El (Estee Lauder)Состав: вода, диметикон, бутиленгликоль, каприловый/каприновый триглицерид, глицерин, бис-ПЭГ-18, метиловый эфир, диметилсилан, полисорбат 20, лаурилПЭГ-9, полидиметилсилоксиэтилдиметикон, полисиликон-11. , Мангифера Индика Масло семян (манго), Экстракт плодов Phoenix Dactylifera (Финик), Экстракт Pisum Sativum (Горох), Экстракт плодов Cucumis Sativus (огурец), Экстракт Crithmum Maritimum, Экстракт Laminaria Ochroleuca, Экстракт смолы Commiphora Mukul, Экстракт зародышей Triticum Vulgare (Пшеница), Bambusa Vulgaris (Бамбук) Экстракт , Экстракт хлореллы обыкновенной , Экстракт Laminaria Saccharina , Стеролы Brassica Campestris (рапсовое семя) , Экстракт семян Helianthus Annuus (подсолнечник) , Экстракт водорослей , Экстракт Hypnea Musciformis (водорослей) , Экстракт Sigesbeckia Orientalis (Зверобой) , Экстракт цветов Nymphaea Alba (Водяная лилия), ацетил глюкозамин, Кофеин , Экстракт Gellidiella Acerosa , Экстракт семян кофе арабика (кофе) , Гиалуронат натрия , Молочная кислота , Дикапрат пропиленгликоля , Изомерат сахарида , Метилглюцет-20 , Этилгексилглицерин , Сополимер акриламида и акрилоилдиметилтаурата натрия , Helianthus Annuus (Подсолнечник) Жмых , Каприлилгликоль, изогексадекан, токоферилацетат, акрилаты/C10-30 алкилакрилатный кроссполимер, глицерил полиметакрилат, полиакрилат натрия, крахмал, сквалан, натрий Pca, мочевина, экстракт ядра Zea Mays (кукурузы), сывороточный белок/молочный белок/протеин Du Пти-Лайт, Пальмария Экстракт пальмы, полисорбат 80, ацетил гексапептид-8, триолеин, гидролизованный экстракт риса, линолевая кислота, трегалоза, глициновый белок сои (сои), глюкозамин Hcl, фосфолипиды, экстракт Laminaria Digitata, экстракт Hordeum Vulgare (ячменя)/Extrait D'Orge, Поликватерниум-51, пальмитоил гексапептид-12, эрготионеин, аминопропиласкорбилфосфат, ПЭГ-8, фитостерил глицериды канолы, пентиленгликоль, олеиновая кислота, пальмитиновая кислота, ксантановая камедь, ароматизаторы, гидроксид натрия, лимонная кислота, кремнезем, кальций Хлорид , Стеариновая кислота , Дипропилен Гликоль, пальмитоилпролин натрия, динатрий Эдта, Bht, сорбат калия, феноксиэтанол, слюда, диоксид титана (Ci 77891), оксиды железа (Ci 77491, Ci 77492, Ci 77499);Смешанный;1;1;1;1;0;0;0,67;5;Высокая;Группа3;test
Уход;PERRICONE MD;Vitamin C Ester Brightening Amine Face Lift;Высокий;30+;Вода, L-тирозин, диметилМЭА (ДМАЭ), аскорбилтетраизопальмитат, тетрагексилдецил аскорбат, изопропилпальмитат, гликолевая кислота, аскорбилпальмитат, цетеариловый спирт, гидроксилированный лецитин, глицерилстеарат, стеарат ПЭГ-100, бензиловый спирт, цетеарет-20, родиола. Экстракт корня розы, экстракт листьев камелии масличной (зеленый чай), экстракт коры сосны, масло Elaeis Guineensis (пальмовое), аспартат магния, глюконат цинка, пиридоксин гидрохлорид, пантетин, токотриенолы, диметикон, ресвератрол, динатрий ЭДТА, токоферол, гиалуронат натрия, глюконат меди, парфюмерная композиция. (Аромат), Астаксантин.;Смешанный;0;0;0;0;0;0;0;4,4;Низкая;Группа2;train
Уход;SHISEIDO;Future Solution LX Intensive Firming Contour Serum;Высокий;35+;Диметикон, дипропиленгликоль, глицерин, метиловый эфир бис-ПЭГ-18, диметилсилан, ПЭГ-75, дифенилсилоксифенилтриметикон, бис-диглицерилполиациладипат-2, пиперидинпропионовая кислота, триметилсилоксисиликат, полисиликон-11, полисорбат 20, диметикон ПЭГ-10, Пентаэритриттетраэтилгексаноат, феноксиэтанол, сополимер акрилата натрия/акрилоилдиметилтаурата натрия, глицерилизостеарат ПЭГ-60, бутиленгликоль, изостеариновая кислота, изогексадекан, цитрат натрия, сукциногликан, акрилаты/C10-30 алкилакрилат Кроссполимер, токоферилацетат, гиалуронат натрия, ароматизатор (парфюм), полисорбат 80, гидроксид калия, лаурилбетаин, бутан, 2-О-этиласкорбиновая кислота, ксантановая камедь, лимонная кислота, метабисульфит натрия, динатрий Эдта, сорбитан олеат, метафосфат натрия, спирт, линалоол, Экстракт корня солодки солодки, бутилфенил метилпропиональ, лимонен, оксиды железа (Ci 77492), альфа-изометилионон, экстракт листьев Prunus Speciosa, цитронеллол, гераниол, бензилбензоат, экстракт корня дягиля остролистного, экстракт листьев Rubus Suavissimus (малина), Экстракт листьев/стеблей Isodonis Japonicus, оксиды железа (Ci 77491), экстракт плодов Hibiscus Esculentus, экстракт листьев Camellia Sinensis, токоферол, бензоат натрия.;Смешанный;1;1;1;1;1;0;0,83;4,3;Средняя;Группа1;test
Уход;MURAD;Advanced Active Radiance® Serum;Высокий;25+;Вода, гликолевая кислота, бутиленгликоль, сополимер гидроксиэтилакрилата и акрилоилдиметилтаурата натрия, циклопентасилоксан, мочевина, дрожжевые аминокислоты, трегалоза, инозитол, таурин, бетаин, гидролизованный экстракт цветков Opuntia Ficus Indica, гексапептид-2, гидролизованное жожоба. Сложные эфиры, эфиры жожоба, кроссполимер диметикона, экстракт листьев камелии масличной, экстракт ядра Avena Sativa (овса), экстракт Enantia Chlorantha (коры), олеаноловая кислота, эктоин, аскорбилфосфат натрия, биотин, маннит, глюконат цинка, токоферилацетат, дикалия глицирризат, Этилгексилпальмитат, диметилсилилат кремния, гиалуронат натрия, тетрагексилдецил аскорбат, аскорбиновая кислота, хитозан, пропилгаллат, метилдиизопропилпропионамид, этилментанкарбоксамид, ментиллактат, лауриллаурат, гидроксиэтилбегенамидопропилдимоний хлорид, Этилгексилглицерин, диоксид кремния, ксантановая камедь, ППГ-26-Бутет-26, гидрогенизированное касторовое масло ПЭГ-40, гидроксид натрия, динатриевая соль ЭДТА, феноксиэтанол, каприлилгликоль, хлорфенезин, лимонен, ароматизатор, желтый 5 (CI 19140), оранжевый 4 (CI 15510).;Смешанный;0;0;0;0;0;0;0;4,2;Низкая;Группа2;test
Уход;PETER THOMAS ROTH;Instant Firmx™;Средний;35+;Вода, бутиленгликоль, глицерин, силикат натрия, фторосиликат натрия-магния, алюмосиликат магния, мочевина, диазолидинилмочевина, экстракт листьев Symphytum Officinale, экстракт семян Foeniculum Vulgare (фенхель), пантенол, токоферилацетат, ретинилпальмитат, аскорбилпальмитат, фосфолипиды, Chondrus Crispus (каррагинан), динатрий ЭДТА, феноксиэтанол, метилпарабен, пропилпарабен, этилпарабен, бутилпарабен, изобутилпарабен.;Смешанный;0;0;0;0;0;0;0;3,7;Низкая;Группа2;test
Уход;KIEHL'S SINCE 1851;Micro-Blur™ Skin Perfector;Средний;18+;Диметикон, вода, глицерин, кроссполимер диметикона, кроссполимер метилметакрилата, изононилизононаноат, денатурированный спирт, кроссполимер винилдиметикона/метикона силсесквиоксана, бутиленгликоль, полидиметилсилоксиэтилдиметикон лаурилПЭГ-9, нитрид бора, диоксид кремния. Силилат, феноксиэтанол, диметикон Peg/Ppg-18/18, перлит, сульфат магния, каприлилсалициловая кислота, каприлилгликоль, ментиллактат, экстракт семян чечевицы, бисаболол, ароматизатор, декстрин, диметиконол, Ci 77491, Ci 77492, Ci 77499, железо. Оксиды, Ci 77891, диоксид титана, синтетический фторфлогопит, экстракт коры Eperua Falcata, фарнезол, лимонен, динатрийстеароилглутамат, альфа-изометилионон, цитронеллол, гидроксид алюминия.;Смешанный;1;1;1;1;1;0;0,83;4,5;Высокая;Группа3;test
Уход;MURAD;Complete Reform;Высокий;18+;Вода, гликолевая кислота, сополимер PPG-12/SMDI, гидроксид натрия, камедь склероция, овсяная мука, дикаприлил малеат, ксантофилл, астаксантин, бета-каротин, кукурузное масло, гидролизованное соевое волокно, экстракт Punica Granatum, токоферилацетат, экстракт пыльцы, соевое масло. Неомыляемые вещества, неомыляемые вещества оливкового масла, неомыляемые вещества масла зародышей пшеницы, дикалия глицирризат, цетеариловый спирт, цетеарет-20, аскорбиновая кислота, бутиленгликоль, хитозан, пропилгаллат, глюконат цинка, стеарат ПЭГ-100, глицерилстеарат, натрий PCA, пролин, лактат натрия, Сорбитол, динатрий ЭДТА, феноксиэтанол, каприлилгликоль, хлорфенезин, линалоол, лавандовое масло, диоксид титана (CI 77891).;Смешанный;0;0;0;0;0;1;0,17;4,5;Низкая;Группа2;test
Уход;PERRICONE MD;High Potency Classics: Firming Evening Repair;Высокий;35+;Вода, каприловый/каприновый триглицерид, изододекан, циклопентасилоксан, циклогексасилоксан, полиглицерил-4-изостеарат, гексиллаурат, цетилПЭГ/ППГ-10/1 диметикон, тирозин, диметилМЭА, тиоктовая кислота, ретинол, хлорид натрия, каприлилгликоль, Гидроксиэтилцеллюлоза, полисорбат 20, мочевина, сульфат цинка, феноксиэтанол, сорбиновая кислота, глиоксаль, ароматизатор, линалоол, гексилциннамал, цитронеллол, бензилбензоат.;Химический;1;1;1;1;1;0;0,83;4,4;Средняя;Группа3;train
Уход;BELIF;Hydra Sebum Control Essence;Средний;18+;Вода, экстракт кожуры цитрусовых уншиу, дипропиленгликоль, циклопентасилоксан, 1,2-гександиол, полиметилметакрилат, диметикон, глицерин, триэтилгексаноин, биосахаридная камедь-1, бутиленгликоль, экстракт ядра Avena Sativa (овса), экстракт цветков календулы лекарственной, Nepeta Cataria. Экстракт, экстракт листьев Rubus Idaeus (малина), экстракт корня Baptisia Tinctoria, *экстракт звездчатки (песчанки), диоксид кремния, акрилаты/C10-30 алкилакрилатный кроссполимер, трометамин, ПЭГ-40 гидрогенизированное касторовое масло, акрилат натрия/сополимер акрилоилдиметилтаурата натрия, монтмориллонит, Сополимер гидроксиэтилакрилата/акрилодиметилтаурата натрия, тринатрий ЭДТА, изогексадекан, + ароматизатор, цитраль, цитронеллол, лимонен, гераниол, линалоол.;Смешанный;0;0;0;0;0;0;0;4,3;Низкая;Группа2;test
Уход;CLINIQUE;Acne Solutions All-Over Clearing Treatment Oil-Free;Средний;18+;Вода, Циклопентасилоксан, Бутиленгликоль, Цетеарет-20, Диметикон, Сахароза, Экстракт листьев Camellia Sinensis (зеленый чай), Экстракт Hordeum Vulgare (Ячмень)/Extrait D'Orge, Ацетил глюкозамин, Фермент Lactobacillus, Экстракт Poria Cocos Sclerotium, Экстракт Laminaria Saccharina , Полиметилметакрилат , Экстракт корня горечавки желтой (горечавки), Жмых подсолнечника (Helianthus Annuus) , Экстракт лизата Saccharomyces , Масло астрокариум мурумуру , Сополимер акриламида и акрилоилдиметилтаурата натрия , Миристиловый спирт , Глицерин , Цеолит , Экстракт водорослей , Линолевая кислота , 10-гидроксидекановая кислота, Экстракт плодов Cucumis Sativus (огурец) , Кофеин , Холестерин , Токоферил ацетат , Бисаболол , Лонгифолен , Полисорбат 80 , Гиалуронат натрия , Бета-кариофиллен , Дикапрат пропиленгликоля , Каприлоил глицин , Кватерниум-22 , Mentha Piperita (Мята перечная) , Перилла Альдегид, каприлилгликоль, изогексадекан, ксантановая камедь, динатрий Эдта, хлороксиленол, феноксиэтанол, диоксид титана (Ci 77891);Смешанный;0;0;0;0;0;0;0;4;Низкая;Группа2;train
